Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
AB282815,Enterovirus A71,Enterovirus alphacoxsackie,,58/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282816,Enterovirus A71,Enterovirus alphacoxsackie,,60/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282817,Enterovirus A71,Enterovirus alphacoxsackie,,104/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282818,Enterovirus A71,Enterovirus alphacoxsackie,,138/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282819,Enterovirus A71,Enterovirus alphacoxsackie,,170/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282820,Enterovirus A71,Enterovirus alphacoxsackie,,192/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282821,Enterovirus A71,Enterovirus alphacoxsackie,,206/EV71/Hyogo/1994,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282822,Enterovirus A71,Enterovirus alphacoxsackie,,209/EV71/Hyogo/1995,588,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
AB282823,Enterovirus A71,Enterovirus alphacoxsackie,,2340/EV71/Hyogo/2003,590,partial,Japan,Homo sapiens,oronasopharynx,"Munemura,T., Fujimoto,T., Chikahira,M., Kimura,H., Nishio,O., Yoshida,H., Okabe,N., Tsuji,T.",,2006-11-18,ssRNA(+)
DQ317216,Enterovirus A71,Enterovirus alphacoxsackie,,NO-935,581,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317217,Enterovirus A71,Enterovirus alphacoxsackie,,NO-955,620,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317218,Enterovirus A71,Enterovirus alphacoxsackie,,NO-762/1,620,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-05,2006-11-07,ssRNA(+)
DQ317219,Enterovirus A71,Enterovirus alphacoxsackie,,NO-848,548,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-06,2006-11-07,ssRNA(+)
DQ317220,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1018,630,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317221,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1101,529,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-08,2006-11-07,ssRNA(+)
DQ317222,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1023,484,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-08,2006-11-07,ssRNA(+)
DQ317223,Enterovirus A71,Enterovirus alphacoxsackie,,NO-724,543,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-04,2006-11-07,ssRNA(+)
DQ317224,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1008/1,490,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317225,Enterovirus A71,Enterovirus alphacoxsackie,,NO-956,538,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317226,Enterovirus A71,Enterovirus alphacoxsackie,,NO-804,254,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-05,2006-11-07,ssRNA(+)
DQ317227,Enterovirus A71,Enterovirus alphacoxsackie,,NO-900w,439,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-06,2006-11-07,ssRNA(+)
DQ317228,Enterovirus A71,Enterovirus alphacoxsackie,,NO-604,478,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-03,2006-11-07,ssRNA(+)
DQ317229,Enterovirus A71,Enterovirus alphacoxsackie,,NO-531,593,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-02,2006-11-07,ssRNA(+)
DQ317230,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1263,592,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-10,2006-11-07,ssRNA(+)
DQ317231,Enterovirus A71,Enterovirus alphacoxsackie,,NO-1222,525,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-09,2006-11-07,ssRNA(+)
DQ317232,Enterovirus A71,Enterovirus alphacoxsackie,,NO-357/1,226,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2002-11,2006-11-07,ssRNA(+)
DQ317233,Enterovirus A71,Enterovirus alphacoxsackie,,NO-319/1,228,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-10,2006-11-07,ssRNA(+)
DQ317234,Enterovirus A71,Enterovirus alphacoxsackie,,NO-871,199,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-06,2006-11-07,ssRNA(+)
DQ317235,Enterovirus A71,Enterovirus alphacoxsackie,,NO-942w,442,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-07,2006-11-07,ssRNA(+)
DQ317236,Enterovirus A71,Enterovirus alphacoxsackie,,NO-862,591,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-06,2006-11-07,ssRNA(+)
DQ317237,Enterovirus A71,Enterovirus alphacoxsackie,,NO-723/1,576,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2003-04,2006-11-07,ssRNA(+)
DQ317238,Enterovirus A71,Enterovirus alphacoxsackie,,NO-422,222,partial,Norway,,feces,"Witso,E., Palacios,G., Cinek,O., Stene,L.C., Grinde,B., Janowitz,D., Lipkin,W.I., Ronningen,K.S.",2002-12,2006-11-07,ssRNA(+)
DQ841953,Enterovirus A71,Enterovirus alphacoxsackie,,AFP98111341-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841954,Enterovirus A71,Enterovirus alphacoxsackie,,AFP98111207-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841955,Enterovirus A71,Enterovirus alphacoxsackie,,E98014-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841956,Enterovirus A71,Enterovirus alphacoxsackie,,E98046-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841957,Enterovirus A71,Enterovirus alphacoxsackie,,E98083-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841958,Enterovirus A71,Enterovirus alphacoxsackie,,E98143-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841959,Enterovirus A71,Enterovirus alphacoxsackie,,E98551-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841960,Enterovirus A71,Enterovirus alphacoxsackie,,E98683-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841961,Enterovirus A71,Enterovirus alphacoxsackie,,E98815-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841962,Enterovirus A71,Enterovirus alphacoxsackie,,E981085-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841963,Enterovirus A71,Enterovirus alphacoxsackie,,E990005-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841964,Enterovirus A71,Enterovirus alphacoxsackie,,E2004104-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841965,Enterovirus A71,Enterovirus alphacoxsackie,,E2004912-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841966,Enterovirus A71,Enterovirus alphacoxsackie,,E20041623-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841967,Enterovirus A71,Enterovirus alphacoxsackie,,E2005304-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841968,Enterovirus A71,Enterovirus alphacoxsackie,,E20051501-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841969,Enterovirus A71,Enterovirus alphacoxsackie,,E20051509-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841970,Enterovirus A71,Enterovirus alphacoxsackie,,E200510989-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841971,Enterovirus A71,Enterovirus alphacoxsackie,,E20051733-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841972,Enterovirus A71,Enterovirus alphacoxsackie,,AFP98111263-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841973,Enterovirus A71,Enterovirus alphacoxsackie,,E99194-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841974,Enterovirus A71,Enterovirus alphacoxsackie,,E99214-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841975,Enterovirus A71,Enterovirus alphacoxsackie,,E99216-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841976,Enterovirus A71,Enterovirus alphacoxsackie,,E99217-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841977,Enterovirus A71,Enterovirus alphacoxsackie,,E99218-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841978,Enterovirus A71,Enterovirus alphacoxsackie,,E99254-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841979,Enterovirus A71,Enterovirus alphacoxsackie,,E2000094-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841980,Enterovirus A71,Enterovirus alphacoxsackie,,E2000260-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841981,Enterovirus A71,Enterovirus alphacoxsackie,,E2000005-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841982,Enterovirus A71,Enterovirus alphacoxsackie,,E2000120-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841983,Enterovirus A71,Enterovirus alphacoxsackie,,E20001220-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841984,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2001480-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841985,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2001474-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841986,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2001477-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841987,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2001009-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841988,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2001529-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841989,Enterovirus A71,Enterovirus alphacoxsackie,,E2002042-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841990,Enterovirus A71,Enterovirus alphacoxsackie,,E2002117-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841991,Enterovirus A71,Enterovirus alphacoxsackie,,E2003033-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841992,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2003163-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
DQ841993,Enterovirus A71,Enterovirus alphacoxsackie,,AFP2003194-TW,891,partial,Taiwan,,tissue,"Lin,T.-L., Yang,J.-Y., Wu,H.-S.",,2006-09-30,ssRNA(+)
AM396584,Enterovirus A71,Enterovirus alphacoxsackie,,ENT/PM/SHA52,7408,partial,Malaysia,,,"Yoke-Fun,C., AbuBakar,S.",,2006-08-25,ssRNA(+)
AM396585,Enterovirus A71,Enterovirus alphacoxsackie,,ENT/PM/SHA71,7408,partial,Malaysia,,,"Yoke-Fun,C., AbuBakar,S.",,2006-08-25,ssRNA(+)
AM396586,Enterovirus A71,Enterovirus alphacoxsackie,,EV71/SAR/SHA66,7411,partial,Malaysia,,,"Yoke-Fun,C., AbuBakar,S.",,2006-08-25,ssRNA(+)
AM396587,Enterovirus A71,Enterovirus alphacoxsackie,,UH1/PM/1997,7411,partial,Malaysia,,,"Yoke-Fun,C., AbuBakar,S.",,2006-08-25,ssRNA(+)
AM396588,Enterovirus A71,Enterovirus alphacoxsackie,,EV71/SAR/SHA63,7402,partial,Malaysia,,,"Yoke-Fun,C., AbuBakar,S.",,2006-08-25,ssRNA(+)
DQ863196,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-383,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863197,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-384,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863198,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-385,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863199,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-386,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863200,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-387,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863201,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-388,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863202,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-389,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863203,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-390,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863204,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-391,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863205,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-392,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863206,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-393,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863207,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-394,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863208,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-395,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863209,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-396,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863210,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-397,302,partial,Taiwan,,feces,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863211,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-270,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863212,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-273,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863213,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-283,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863214,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-77,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863215,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-311,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ863216,Enterovirus A71,Enterovirus alphacoxsackie,EV71,HME-299,302,partial,Taiwan,,,"Hsu,B.M., Chen,C.H., Wan,M.T.",,2006-08-23,ssRNA(+)
DQ785525,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2632-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785526,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2720-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785527,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2760-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785528,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2781-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785529,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2784-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785530,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3123-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785531,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3307-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785532,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3594-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785533,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3704-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785534,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3857-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785535,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4279-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785536,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4527-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785537,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4535-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785538,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4553-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785539,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4566-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785540,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4568-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785541,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4664-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785542,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4729-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
